Id	Name	2011	|2011|	2012	|2012|	2013	|2013|	2014	|2014|	2015	|2015|	2016	|2016|	2017	|2017|	2018	|2018|	2019	|2019|	2020	|2020|	Q1	PI	D1	V2	|V2|
28649	Администрация Паратунского Сельского Поселения Елизовского Муниципального района	-1	0	-1	0	-1	0	766737	19	1220005.5	8	2248712	7	1266437	13	1392376.0	14	1150137	11	1806495.0	8	4,17	31	135	1,92	48
28867	Контрольно-счетная палата Рязанской области	-1	0	589689.0	28	612266	29	611896.5	28	688907.0	28	691366	29	-1	0	-1	0	-1	0	969056	31	2,24	55	64	0,5	104
28911	Управление судебного департамента в Тульской области	-1	0	-1	0	344000	57	451490.0	64	400027.5	58	436154.0	56	439261	49	483444	51	620591	53	571100	55	1,32	40	66	2,33	336
28924	Администрация сельского поселения МО Ломинцевское	-1	0	-1	0	202142	7	-1	0	348940	15	380478	13	481833	19	508757	25	509845	15	523504.5	14	1,21	40	158	0,0	61
28941	Администрация МО Крапивенское Щекинского района	-1	0	251944	7	338267	7	260113.5	6	360672.5	14	401394.5	14	436325	15	432667.0	14	625009.5	6	600458.0	6	1,39	55	138	1,58	68
28945	Муниципальное Образование г. Советск	189759.5	6	241060.0	14	293885.0	10	352405	9	564475	19	564321	19	594267	19	659684.5	18	540391	19	584074.0	18	1,35	73	207	1,45	109
29061	Управление Министерства юстиции Российской Федерации по Республике Коми	243689.5	48	295155	43	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	1,06	11	21	1,55	34
29067	ГУ Республики Коми центр занятости населения города Воркуты	-1	0	729550.0	12	717350.0	10	677904	29	713534.0	32	-1	0	-1	0	-1	0	-1	0	-1	0	1,97	30	-2	1,0	37
29192	Управление Судебного департамента в Рязанской области	-1	0	-1	0	-1	0	425383	35	348068.0	56	413349	65	381580	61	421981.5	58	497350	63	498383.5	54	1,15	31	17	2,25	275
29294	Управление Судебного департамента в Приморском крае	-1	0	-1	0	-1	0	-1	0	-1	0	704286.0	80	731506	75	693822.5	70	729687.0	74	724931	71	1,67	16	2	1,0	243
29321	Уполномоченный по правам человека в Приморском крае	-1	0	531923.0	12	622886.5	20	649768.5	50	849641	15	889686	15	-1	0	968720	15	1124198	15	1195708	47	2,76	55	124	1,05	70
29327	Контрольно-счетная палата Смоленской области	1090986	7	549993.0	22	483242.5	24	539702.5	26	527281.5	30	517908	27	-1	0	-1	0	-1	0	712582.0	24	1,65	73	-34	0,0	89
29328	Главное управление Смоленской области по Культурному Наследию	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	493511.0	6	614291.5	8	1,42	2	24	-4,5	3
29359	Администрация Морозовского сельсовета	-1	0	-1	0	140376.5	10	-1	0	229993	11	315953.5	12	321814	13	472652	11	403508	11	-1	0	0,95	37	187	0,79	48
29370	Администрация Репьевского Сельсовета Тогучинского района Новосибирской области	-1	0	-1	0	-1	0	-1	0	321716	13	317469.5	12	362171	11	363660.5	10	-1	0	406939.0	6	0,94	19	26	0,0	48
29372	Администрация Скалинского сельсовета	-1	0	-1	0	-1	0	242232	9	244077.0	18	258704	17	354448	13	400940.0	10	-1	0	-1	0	1,0	21	65	1,0	49
29374	Администрация Кандауровского сельсовета Колыванского района Новосибирской области	-1	0	-1	0	-1	0	-1	0	359728	11	387005	9	338757.0	10	425822	7	-1	0	-1	0	1,07	9	18	2,0	35
29375	Администрация Бурмистровского сельсовета Искитимского района Новосибирской области	-1	0	-1	0	-1	0	-1	0	287500.0	6	278109.5	14	288513.0	16	315799.5	16	376385.0	18	412975.0	6	0,95	19	43	0,62	50
29376	Администрация Легостаевского сельсовета Искитимского района Новосибирской области	-1	0	-1	0	-1	0	-1	0	150939.0	14	174590	7	192706.0	8	428343.5	12	395553.5	14	421406.5	6	0,97	19	179	3,75	31
29383	Администрация рабочего поселка Посевная Черепановского района Новосибирской области	-1	0	-1	0	161699	9	165956	9	301346.0	18	305747.5	18	360872	15	417680	13	407917	13	483442.0	16	1,12	40	198	0,92	70
29384	Управление культуры города Искитима Новосибирской области	-1	0	-1	0	-1	0	508789	7	725549	7	559034	7	555475	7	569565	7	670905	7	618176	7	1,43	31	21	0,45	38
29390	Администрация Новобибеевского Сельсовета Болотнинского района Новосибирской области	-1	0	-1	0	-1	0	-1	0	-1	0	235299.5	12	318366.5	12	479519	11	-1	0	-1	0	1,2	7	103	3,04	30
29394	Администрация Широкоярского сельсовета	-1	0	150203.5	8	177251	7	-1	0	242953	21	277040.0	20	323974	15	387332.5	12	-1	0	-1	0	0,97	43	157	1,95	66
29396	Администрация Вороновского сельского поселения Кожевниковского района	-1	0	-1	0	-1	0	-1	0	279048.0	12	284260	23	321847.5	12	333795	7	-1	0	-1	0	0,84	9	19	0,95	30
29401	Администрация Мирновского сельсовета Тогучинского района Новосибирской области	-1	0	-1	0	-1	0	-1	0	206000	13	-1	0	-1	0	-1	0	-1	0	394084.0	6	0,91	19	91	0,7	17
29403	Администрация Верх-коенского Сельсовета Искитимского района Новосибирской области	-1	0	164859.5	8	186897.0	8	250366.5	8	235733	21	270071.5	18	288361	15	311698	11	346329.5	12	560117	7	1,29	55	239	1,6	77
29405	Администрация Красноярского сельсовета Ордынского района Новосибирской области	-1	0	-1	0	-1	0	-1	0	-1	0	194391.5	6	297312	13	322859	15	-1	0	-1	0	0,81	7	66	3,0	27
29461	Институт органической химии Унц РАН	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	1011487.0	50	1637691.0	6	3,78	2	61	11,0	2
29474	Управление образованием администрации Аксайского района	-1	0	-1	0	-1	0	535687	23	550340.0	30	-1	0	746446.0	42	681080	21	-1	0	780136.0	18	1,8	31	45	0,5	35
29482	Ведомство по управлению государственной гражданской службой Ростовской области	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	942612.5	10	1077718	11	1178499.0	10	2,72	8	25	2,0	19
29674	Центр Скифо-аланских Исследований им. В. И. Абаева	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	831395.0	24	798214.0	26	1,84	2	-3	0,0	22
29759	Управление судебного департамента в ХМАО-Югре	-1	0	537122.0	52	720720	11	846986	13	759137	13	894277.5	32	980113.0	26	897276	27	956638	25	990089.5	26	2,29	55	84	0,67	127
29786	Администрация Кировского района г. Махачкалы	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	550982	31	547301.5	44	603929.0	48	1,4	8	9	4,0	66
29811	Контрольно-счетная палата Омской области	-1	0	-1	0	-1	0	-1	0	827570.0	32	712486.0	34	-1	0	-1	0	-1	0	833804.5	34	1,93	19	0	-1,5	29
29820	Администрация Зыковского сельсовета	-1	0	-1	0	-1	0	-1	0	341132	27	333229.0	46	343563.0	12	380143	23	412176	15	-1	0	0,97	16	20	0,67	52
29821	Администрация Шуваевского Сельсовета	-1	0	-1	0	-1	0	-1	0	496000	9	-1	0	-1	0	393248	9	-1	0	508997.5	10	1,18	19	2	2,6	16
29822	Администрация Солонцовского Сельсовета Емельяновского района Красноярского края	-1	0	-1	0	-1	0	-1	0	-1	0	392605	9	688243.5	12	606019.5	12	624336.0	8	583322	11	1,35	16	48	1,17	25
29823	Администрация Частоостровского сельсовета Емельяновского района Красноярского края	-1	0	-1	0	-1	0	-1	0	423966.5	16	320960	11	462674.5	20	488264	9	758410	7	635363	9	1,47	19	49	1,0	33
29831	Администрация Алтайского края	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	221750	7	271996	7	-1	0	-1	0	0,68	4	22	0,5	11
29850	Администрация Середского сельского поселения Даниловского муниципального района Ярославской области	-1	0	286093.5	6	246188.5	6	432151.5	6	372339.5	16	393146.5	14	413848.5	14	379132.5	14	392448.0	6	496735.5	6	1,15	55	73	1,0	67
29855	Отдел образования Администрации Красносельского Муниципального района Костромской области	-1	0	-1	0	-1	0	420502.5	6	482596.0	8	561623.0	8	490378.0	18	573151.0	20	631117.5	10	496439.0	32	1,15	31	18	1,25	65
29856	Администрация сельского поселения	-1	0	227755.0	6	-1	0	-1	0	275062	17	288284.5	20	360212.5	20	300466.0	20	-1	0	-1	0	0,75	43	31	1,75	54
29875	Администрация Новоусманского муниципального района	-1	0	-1	0	-1	0	-1	0	548011	15	539705.5	18	638963.5	16	583300.0	18	-1	0	900000	15	2,08	19	64	2,0	57
29880	Администрация Латненского городского поселения	-1	0	223000	7	-1	0	-1	0	263682	15	225543	17	306997	17	325244.0	16	557146	13	569633	11	1,32	55	155	2,1	66
29885	Администрация Стрелицкого поселения	300444.0	6	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	504312	7	519423	17	1,2	73	72	20,5	7
29892	Администрация Воронежского поселения	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	201876.5	10	295655	7	-1	0	-1	0	0,74	4	46	1,75	6
29893	Администрация	-1	0	-1	0	-1	0	-1	0	260270.0	12	268013.0	12	321010	11	346037.5	12	-1	0	-1	0	0,87	9	32	0,83	43
29904	Администрация Семилукского сельского поселения Семилукского муниципального района	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	750982.5	6	545528.5	10	1,26	2	-27	0,0	6
29937	Администрация посёлка	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	348126.5	6	637868	7	1,47	2	83	24,0	5
29963	Администрация сельского поселения Синдякинский сельсовет Хлевенского муниципального района Липецкой области Российско...	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	390382.5	8	476544	9	-1	0	-1	0	1,19	4	22	3,25	14
29969	Отдел образования Каширского муниципального района	-1	0	-1	0	-1	0	737909.5	20	650537	41	613716	21	-1	0	-1	0	-1	0	-1	0	1,66	12	-16	-0,4	39
29985	Контрольно-счетная палата Краснодарского края	754715	45	-1	0	932022	57	899102.5	68	1068484	85	997232.0	94	961104	93	1066406	121	1019878.5	120	-1	0	2,41	70	35	1,17	458
29986	Уполномоченный по правам человека в Краснодарском крае	-1	0	-1	0	-1	0	704193	13	698740.0	12	693663.0	12	646011	11	693493.5	12	996162.5	8	945509.0	8	2,18	31	34	0,5	57
29993	Уполномоченный по защите прав предпринимателей в Краснодарском крае	-1	0	-1	0	710976.5	8	806399.5	12	-1	0	-1	0	-1	0	-1	0	736908.5	12	-1	0	1,74	37	3	6,5	6
29994	Управление Культуры	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	777912.0	12	1134301	9	856918	9	1,98	8	10	2,33	17
29995	Централизованная бухгалтерия Новопокровского сельского поселения Приморско-ахтарского района	-1	0	-1	0	-1	0	-1	0	242500	9	-1	0	260679	9	-1	0	-1	0	-1	0	0,68	5	7	6,0	1
30005	Счетная палата Тюменской области	-1	0	-1	0	-1	0	1301162.5	18	1160517.5	20	1278746.5	22	1271517.5	24	1372141.0	28	-1	0	-1	0	3,44	21	5	1,0	81
30042	Управление судебного департамента в Оренбургской области	-1	0	-1	0	754540	7	490108.5	16	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	1,49	6	-35	None	None
30057	Комитет по физической культуре и спорту города Заречного Пензенской области	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	653728	11	644308.5	10	1,49	2	-1	8,0	9
30072	Министерство здравоохранения Иркутской области	-1	0	578210.0	40	-1	0	-1	0	-1	0	872626	227	1000732.5	238	1182299.0	238	1282256	237	1300961.5	202	3,01	55	124	2,0	756
30127	Хозяйственно-эксплуатационная Служба	-1	0	-1	0	-1	0	-1	0	556076	9	636273.5	8	481911	15	527565	13	670012.5	8	794088.5	8	1,83	19	42	0,42	44
30133	Администрация города Шелехова управление организационной и кадровой работы Отдел организационной работы	611837.5	22	643917	29	783343	31	637489.0	56	-1	0	605668.5	68	587935.0	76	604985.0	82	658955.0	76	769760.0	84	1,78	73	25	1,18	330
30163	Министерство природных ресурсов и экологии Республики Ингушетия	-1	0	-1	0	293162.0	32	276765	31	286286.5	28	331648.5	28	-1	0	456081	15	-1	0	399550	59	0,92	40	36	0,4	75
30233	Администрация МО Талажское	-1	0	-1	0	-1	0	-1	0	-1	0	504756	19	563614.0	18	617008.5	16	489887.5	10	566148	11	1,31	16	12	2,58	40
30237	Администрация МО Заостровское	-1	0	-1	0	333724	7	429700.0	8	-1	0	-1	0	-1	0	-1	0	783409.0	6	-1	0	1,85	37	134	6,58	8
30246	Администрация МО Лисестровское	-1	0	-1	0	-1	0	-1	0	-1	0	585160	17	549531.5	16	590708	15	533808.5	6	455101.0	6	1,05	16	-22	1,17	37
30258	Администрация муниципального образования Уемское	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	452102	15	559656.5	14	535908.5	8	606003.0	8	1,4	13	34	3,0	34
30265	Улан-Удэнский городской отдел управления ЗАГС Республики Бурятия	367953.0	70	381390	69	396132	63	402269	63	-1	0	-1	0	-1	0	-1	0	-1	0	626035	59	1,45	73	70	0,64	163
30320	Администрация Матросского Сельского Поселения	-1	0	-1	0	-1	0	-1	0	557850.0	10	452000	11	483200	11	389400	11	-1	0	-1	0	0,98	9	-30	0,0	31
30321	Администрация Ладвинского сельского поселения	-1	0	-1	0	-1	0	-1	0	450736.0	14	495435.5	14	426157.5	12	621381.5	12	-1	0	-1	0	1,56	9	37	1,5	44
30340	Счетная палата Ямало-Ненецкого автономного округа	-1	0	2157900.0	34	2664223.0	46	2729516.0	42	2266311	41	2595388	43	3153086	45	3807802	43	3783137.0	42	3580017.0	22	8,27	55	65	2,73	258
30369	Управление Судебного департамента в Свердловской области	363656.0	78	348035	87	376084.5	96	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	1,22	23	3	0,8	137
30370	Управление делами губернатора Свердловской области и правительства Свердловской области	-1	0	460369	51	587807	31	726697.5	48	687746	45	646525	43	-1	0	-1	0	-1	0	-1	0	1,75	32	40	0,73	120
30378	Управление социальной политики по Чкаловскому району города Екатеринбурга	303340.5	38	526965.0	30	408335	71	400634	63	446863	33	-1	0	-1	0	423581.5	24	498874.0	28	869302.5	28	2,01	73	186	0,85	112
30383	Департамент по недропользованию по Уральскому ФО	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	790960.0	10	-1	0	1015124.0	8	2,35	8	28	None	None
30458	Управление судебного департамента в Пензенской области	-1	0	-1	0	-1	0	-1	0	-1	0	369361.0	62	377286	65	408061.0	60	472143	61	513911.5	70	1,19	16	39	1,5	216
30512	Централизованная бухгалтерия учреждений образования Грязинского муниципального района	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	550906	45	495138.5	14	-1	0	1,17	6	-10	None	None
30513	Отдел Администрации Добровского Муниципального района Липецкой области	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	774069	23	392462.5	18	639522.0	30	1,48	8	-17	0,0	16
30884	Управление при Главе Республики Саха по Профилактике Коррупционных и Иных Правонарушений	-1	0	-1	0	4000053.0	14	3528895.0	14	2331286	39	-1	0	-1	0	-1	0	-1	0	-1	0	6,42	17	-41	2,83	3
30889	Министерство по развитию институтов гражданского общества	1693053	13	2628913.5	28	4000053	7	2565900	43	2331286	39	-1	0	-1	0	-1	0	-1	0	-1	0	6,42	45	37	0,4	37
30890	Департамент по лесным отношениям Республики Саха Якутия	-1	0	712229.5	24	813364.5	24	849738.5	32	-1	0	809133.0	26	796353	23	-1	0	-1	0	-1	0	2,08	37	11	1,2	41
30891	Главное Контрольное управление Республики Саха	-1	0	793684	21	876271.0	10	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	2,84	10	10	0,0	9
30894	Государственный Комитет Республики Саха по Регулированию Контрактной Системы в Сфере Закупок	-1	0	-1	0	-1	0	-1	0	-1	0	756027.5	60	899194.5	200	-1	0	-1	0	-1	0	2,35	3	18	0,0	1
31036	Контрольно-счётная палата Ярославской области	-1	0	-1	0	808558.0	20	759547	23	625526.0	20	785508	21	-1	0	-1	0	1467406.0	124	1380679	147	3,19	40	70	3,75	158
31047	Управление Судебного департамента в Ярославской области	-1	0	-1	0	-1	0	-1	0	-1	0	523686	29	546283.0	30	569355.5	36	-1	0	-1	0	1,43	7	8	1,0	52
31152	Управление судебного департамента в Республике Ингушетия	-1	0	-1	0	-1	0	-1	0	360160.0	20	487984	23	410083	23	-1	0	-1	0	-1	0	1,07	5	13	2,5	41
31154	Управление Судебного Департамента в Республике Северная Осетия-алания	-1	0	-1	0	-1	0	307850.0	36	-1	0	362287	35	358992.0	36	401250.5	38	-1	0	515378	35	1,19	31	67	0,75	74
31162	Министерство государственного имущества и земельных отношений РСО-Алания	343418	21	-1	0	347019	29	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	1,13	23	1	None	None
31178	Администрация Дмитриевского Сельсовета	-1	0	-1	0	-1	0	-1	0	-1	0	315436.5	6	317410	17	324851.0	8	-1	0	-1	0	0,81	7	2	-0,79	12
31179	Финансовое управление Администрации Ивановского района	-1	0	-1	0	-1	0	423187.0	10	454375.0	10	470896	9	506343.0	10	495627	9	619670	9	696876	9	1,61	31	64	1,5	53
31186	Администрация Москвитинского сельсовета	-1	0	-1	0	-1	0	-1	0	-1	0	236042.0	6	337617	7	428778	7	-1	0	-1	0	1,07	7	81	2,17	13
31256	Администрация сельского поселения Железнодорожного муниципального образования Усольского района Иркутской области Рос...	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	569800.0	10	411688.0	12	482955	7	541873	9	1,25	13	-4	6,25	16
31258	Администрация Сельского Поселения Новожилкинского Муниципального образования	144430	9	-1	0	-1	0	440880.0	6	407800	9	418630	11	551060.0	8	488010	9	-1	0	725198.0	6	1,68	73	402	0,67	17
31261	Администрация Усть-кудинского Муниципального - Администрация	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	584568.5	8	697514	7	1,61	2	19	1,5	17
31262	Администрация Баклашинского сельского поселения Иркутской области	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	604560	21	649485.0	14	754710	19	1,74	8	24	4,5	24
31263	Администрация Городского Поселения Тельминского Муниципального Образования	294847.5	8	327762	9	-1	0	375392	13	381496	21	397597	21	418591	19	461709.5	18	465412.5	20	608677.5	20	1,41	73	106	1,33	100
31268	Администрация сельского поселения Сосновского муниципального образования	-1	0	-1	0	280608.0	8	-1	0	-1	0	420000	23	509045.5	16	772300	11	-1	0	563943.5	12	1,3	40	100	2,67	24
31271	Администрация городского поселения Белореченского муниципального образования	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	645296.0	42	868741	35	2,01	2	34	9,0	31
31272	Централизованная клубная система	-1	0	-1	0	-1	0	469609	9	-1	0	456679.0	12	404324	15	387080	17	564923	7	708697.0	8	1,64	31	50	1,67	33
31273	Администрация городского поселения Среднинского Муниципального образования	-1	0	-1	0	-1	0	415755.5	6	481956.5	6	498756.5	6	530765	17	566723.0	16	605894.0	16	771761.5	14	1,78	31	85	1,45	74
31279	Администрация Карлукского муниципального образования Иркутский район	-1	0	427796	11	411526	11	412264	21	410541	25	368458	23	436585	17	543973.0	24	665528	13	-1	0	1,57	52	55	0,75	88
31281	Дума Большелугского Сельского Поселения	-1	0	381440	7	344120	11	415554.0	12	526298	15	449217.0	20	461860	23	498915.5	22	614121.0	12	591358	13	1,37	55	55	1,5	88
31282	Капсальское	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	220373.5	8	354920	7	-1	0	-1	0	0,89	4	61	0,25	4
31285	Корсукское	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	385375.0	14	451064	13	382166	7	549518	7	1,27	13	42	7,38	16
31286	Комитет по Образованию Усольского Муниципального района Иркутской области	-1	0	548408.0	36	647820	37	-1	0	-1	0	-1	0	-1	0	808805.5	34	-1	0	-1	0	2,03	43	47	1,3	35
31291	Дума Михайловского Городского Поселения	-1	0	265200	13	312837.0	14	396120	17	-1	0	-1	0	-1	0	588430.0	10	629880	11	580546	9	1,34	55	118	1,95	40
31313	Институт эволюционной физиологии и биохимии им. И. М. Сеченова	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	1819052	7	2163814.0	6	-1	0	-1	0	5,42	4	18	4,5	14
31318	Центр лабораторного анализа и технических измерений по Северо-Западному федеральному округу	-1	0	-1	0	-1	0	1655913.5	10	800821.0	32	1316134.5	12	1398354	11	1093089.5	12	-1	0	-1	0	2,74	21	-33	0,35	34
31343	Балтийско-арктическое Межрегиональное Морское управление Федеральной Службы по Надзору в Сфере Природопользования	-1	0	231996	43	406031	87	1066085.0	38	-1	0	935336.5	20	-1	0	890168.5	14	1453819.0	16	1323733.0	32	3,06	55	470	4,17	87
31399	ГАУ КЦСОН Орджоникидзевского района г. Ектеринбурга Малахит	-1	0	429873.0	38	415752.0	70	405119	71	397299	47	358590	67	412856.0	68	471072	67	725126.5	28	-1	0	1,71	52	68	1,4	253
31502	Администрация Главы Республики Коми Отдел развития государственного управления	585600	13	654306	17	559826	17	570185.5	16	622071	25	-1	0	-1	0	-1	0	-1	0	-1	0	1,71	45	6	0,7	50
31515	Управление Судебного департамента в Республике Коми	-1	0	-1	0	-1	0	-1	0	658073.0	24	-1	0	-1	0	-1	0	751007	29	750623.5	28	1,73	19	14	0,75	26
31543	Агентство Республики Коми по Туризму	-1	0	-1	0	644300.0	8	511821.5	10	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	1,56	6	-20	3,83	3
31554	Администрация сельского поселения Выльгорт	480100	7	368880.0	6	-1	0	434151.5	8	601375	17	436578	7	554980.0	22	649242	19	566575	7	-1	0	1,34	70	18	0,82	30
31565	Планово-бюджетный отдел Министерства труда и социальной защиты населения Ставропольского края	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	526772	33	-1	0	662088	203	751209.0	248	1,74	13	42	4,0	187
31570	Коноковская поселенческая централизованная бухгалтерия	-1	0	-1	0	330616	9	-1	0	-1	0	-1	0	340089.5	22	-1	0	-1	0	-1	0	0,89	24	2	None	None
31576	Контрольно-счетная Палата Карачаево-черкесской Республики	316266	17	349257.5	22	345192.5	22	359013	19	360037.5	20	-1	0	-1	0	418011	21	423781	21	493829	21	1,14	73	56	1,0	103
31591	Контрольно-счетная палата Республики Коми	-1	0	624303	23	607769	25	569043.0	26	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	1,73	18	-8	0,5	40
31593	Администрация городского поселения Микунь	-1	0	-1	0	314850.0	10	436132	11	544758	27	513049.5	32	743085.5	18	879446.5	18	752303	15	744619	17	1,72	40	136	1,3	87
31683	Администрация Судиславского сельского поселения Судиславского муниципального района Костромской области	-1	0	-1	0	-1	0	-1	0	-1	0	348693	9	345036	9	402523.5	8	-1	0	-1	0	1,01	7	15	1,67	25
31809	Администрация Муниципального Образования Сельское Поселение Село Грабцево	-1	0	-1	0	-1	0	-1	0	361720.5	8	377368	7	250000	9	360712.0	8	-1	0	-1	0	0,9	9	0	-0,5	22
31812	Администрация Село Авчурино	-1	0	-1	0	-1	0	-1	0	-1	0	187986.5	6	194672.5	6	-1	0	-1	0	-1	0	0,51	3	3	0,0	5
31813	Село Недельное	-1	0	-1	0	-1	0	-1	0	273022.5	14	273532.5	12	382000	13	461707.5	12	-1	0	-1	0	1,16	9	69	1,75	31
31820	Администрация Муниципального Образования Сельское Поселение Село Сашкино	-1	0	-1	0	-1	0	-1	0	300000	9	-1	0	-1	0	340676	7	447409	7	389034	9	0,9	19	29	0,83	11
31821	Администрация муниципального образования городское поселение поселок Воротынск	-1	0	-1	0	408278	11	410372	11	469869.0	26	532372.0	26	498910.0	26	604696.0	24	698972.5	26	590851	27	1,36	40	44	2,0	126
31822	Администрация Исполнительно-распорядительный орган Муниципального Образования сельское поселение Село Ферзиково	-1	0	-1	0	-1	0	-1	0	348700.5	8	391599.5	6	353749	7	457426.5	6	-1	0	-1	0	1,15	9	31	1,25	23
31823	Администрация сельского поселения село Головтеево	-1	0	-1	0	-1	0	-1	0	-1	0	266394	9	-1	0	-1	0	-1	0	330203	9	0,76	16	23	-0,5	14
31824	Администрация сельского поселения село Кудиново Муниципальное образование	-1	0	-1	0	-1	0	-1	0	366410.5	12	-1	0	-1	0	-1	0	-1	0	633324.0	6	1,46	19	72	5,5	11
31827	Администрация муниципального образования сельского поселения Деревня Березовка	-1	0	-1	0	-1	0	-1	0	238000	7	-1	0	-1	0	466000.0	6	-1	0	-1	0	1,17	9	95	2,5	3
31842	Администрация Изыхского сельсовета Алтайского района Республики Хакасия	-1	0	-1	0	-1	0	-1	0	542556.0	10	324000.0	12	381395.5	12	382414	11	313952	9	-1	0	0,74	16	-42	1,33	37
31847	Администрация Новомихайловского сельсовета Алтайского района Республики Хакасия	-1	0	-1	0	-1	0	-1	0	-1	0	307386.5	10	-1	0	-1	0	488879	7	-1	0	1,15	14	59	2,25	4
31854	Администрация Солнечного Сельсовета Усть- Абаканского района Республики Хакасия	-1	0	-1	0	-1	0	295221.0	10	325474.5	12	343915	9	381936.5	8	-1	0	-1	0	-1	0	1,0	16	29	1,6	20
31859	Администрация Бородинского сельсовета Боградского района Республики Хакасия	342047	15	319400.5	6	501492.5	22	472285	17	517405.0	16	-1	0	523352.0	28	618368	11	-1	0	732163	13	1,69	73	114	0,4	46
31860	Администрация Советско-хакасского Сельсовета Боградского района Республики Хакасия	371085	11	-1	0	501510	21	506124	15	517405.0	18	-1	0	515591.5	30	544281.0	14	-1	0	740839	11	1,71	73	99	0,5	44
31869	Счетная Палата Чукотского Округа	-1	0	-1	0	-1	0	1463546.5	18	1451738.0	28	-1	0	-1	0	-1	0	-1	0	-1	0	4,0	10	0	-0,35	14
31871	Управление Судебного Департамента в Чукотском Автономном Округе	-1	0	907003	9	931326	13	940430.0	26	1025314	25	1128838.5	24	1053297	27	1062034.0	24	1107513.5	22	-1	0	2,61	52	22	0,83	116
32048	Администрация сельского поселения Ленинский сельсовет Липецкого муниципального района Липецкой области	-1	0	-1	0	-1	0	-1	0	-1	0	312000.0	6	300000	9	272396.5	8	517116.0	8	416285	7	0,96	16	33	1,0	25
32050	Администрация сельского поселения Вербиловский сельсовет Липецкого муниципального района Липецкой области России	-1	0	-1	0	-1	0	-1	0	342463.0	6	-1	0	454520.0	6	450000	7	-1	0	-1	0	1,13	9	31	1,67	19
32053	Администрация сельского поселения Завальновский сельсовет Усманского муниципального района Липецкой области Российско...	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	433356.0	14	591379.0	6	-1	0	1,39	6	36	2,62	22
32056	Администрация Сельского Поселения Коробовский Сельсовет Грязинского Муниципального района Липецкой области	-1	0	-1	0	-1	0	-1	0	-1	0	403693	9	314212.0	8	366354	9	-1	0	-1	0	0,92	7	-9	3,25	27
32057	Администрация Сельского Поселения Петровский Сельсовет Грязинского Муниципального района Липецкой области	-1	0	-1	0	-1	0	150728.0	6	312788.0	12	-1	0	-1	0	-1	0	-1	0	391256.5	8	0,9	31	159	-0,3	9
32058	Администрация Сельского Поселения Октябрьский Сельсовет Усманского Муниципального района Липецкой области России	-1	0	-1	0	-1	0	-1	0	-1	0	307460.0	22	-1	0	471870.5	16	-1	0	-1	0	1,18	7	53	0,0	5
32059	Администрация сельского поселения Боровской сельсовет Усманского муниципального района Липецкой области России	-1	0	-1	0	-1	0	-1	0	272996	7	278506	11	-1	0	-1	0	-1	0	-1	0	0,75	2	2	2,25	17
32060	Администрация сельского поселения Кривский сельсовет Усманского муниципального района Липецкой области России	-1	0	-1	0	-1	0	-1	0	237779.0	10	-1	0	-1	0	408272.0	6	-1	0	-1	0	1,02	9	71	6,5	3
32061	Администрация Сельского Поселения Дрязгинский Сельсовет Усманского Муниципального района Липецкой области	-1	0	-1	0	-1	0	-1	0	-1	0	240057	13	286719	13	272103.5	12	-1	0	591211.5	8	1,37	16	146	1,67	29
